fact_id,date_id,state_id,aqi,rainfall_mm,temperature_c,water_quality_index,sanitation_coverage_pct,healthcare_accessibility_score,mosquito_breeding_index,zoonotic_disease_incidence,geographic_risk_score,environmental_risk_score,case_rate_per_100k,hotspot_flag
1053,33,29,103.5,188.0,41.2,86.3,89.7,58.4,88.4,22.0,24.8,32.7,103.8,0
1054,33,30,111.0,220.5,30.5,92.1,84.2,44.7,36.3,9.2,30.9,33.5,90.2,FALSE
1055,33,31,136.5,168.0,27.1,41.5,76.3,46.6,91.5,8.0,41.6,41.4,20.9,False
1056,33,32,148.1,307.8,27.2,70.4,85.6,51.1,80.0,20.8,34.1,43.6,236.7,True
1057,34,1,147.9,55.5,36.8,73.7,64.8,89.6,31.3,16.5,38.5,43.1,116.2,NO
1058,34,2,79.5,6.5,41.9,44.5,76.2,53.6,25.2,19.3,44.0,33.3,53.9,False
1059,34,3,117.5,34.3,31.6,87.8,86.9,93.6,17.3,12.4,24.2,34.9,95.3,No
1060,34,4,128.1,1.6,26.7,52.1,87.7,46.5,56.8,6.3,34.1,45.1,122.1,No
1061,34,5,91.1,35.2,24.6,75.8,94.7,76.2,30.0,14.5,28.6,27.3,149.6,No
1062,34,6,135.1,11.9,38.0,45.8,94.3,77.9,58.5,11.4,39.8,48.1,43.5,No
1063,34,7,139.1,50.9,40.0,55.4,56.4,54.4,45.6,23.8,46.1,42.9,140.8,FALSE
1064,34,8,54.5,40.5,37.2,40.1,93.0,68.6,54.0,15.1,42.6,26.1,185.2,Yes
1065,34,9,71.4,5.6,39.4,77.1,58.6,66.0,21.7,3.6,36.7,25.4,230.9,1
1066,34,10,136.0,6.4,32.4,75.0,87.3,76.2,22.3,16.5,27.2,37.6,203.3,Yes
1067,34,11,82.4,30.6,29.3,64.4,81.4,40.4,37.2,10.3,34.8,24.8,249.8,1
1068,34,12,,30.7,28.2,84.7,89.1,48.4,36.9,17.6,26.5,25.1,150.4,True
1069,34,13,132.6,25.4,37.1,76.6,64.7,90.0,43.1,21.5,40.0,41.4,152.8,1
1070,34,14,157.1,19.0,37.5,91.1,71.2,83.6,25.4,9.9,35.8,41.9,221.7,1
1071,34,15,105.7,59.0,35.2,66.6,68.6,64.7,18.6,9.0,40.6,30.0,21.8,NO
1072,34,16,141.1,8.2,27.9,51.2,89.5,42.5,57.6,11.1,37.2,43.1,171.3,Yes
1073,34,17,150.6,10.6,29.3,49.8,62.0,59.6,15.5,15.5,50.9,46.8,160.2,1
1074,34,18,131.2,42.3,36.2,58.7,73.7,43.7,28.9,21.2,41.3,44.9,74.7,N
1075,34,19,117.5,57.9,32.6,62.0,78.8,89.9,10.7,10.3,35.5,41.0,50.1,0
1076,34,20,92.8,11.3,28.8,92.7,58.7,71.1,7.4,24.2,31.7,28.4,47.6,No
1077,34,21,99.4,54.1,32.1,81.1,66.0,82.2,42.1,16.9,35.4,30.8,27.2,FALSE
1078,34,22,84.3,16.9,30.2,86.8,83.3,93.3,21.8,8.8,27.0,21.3,107.9,No
1079,34,23,82.3,39.3,30.8,80.7,73.8,86.7,42.4,9.4,29.0,22.8,30.9,False
1080,34,24,146.5,40.6,29.9,76.8,92.7,59.4,49.2,23.9,29.6,40.0,132.3,no
1081,34,25,63.1,54.0,39.4,67.4,63.3,42.8,42.0,18.1,37.2,20.0,109.5,False
1082,34,26,135.9,2.9,34.0,62.8,96.2,53.5,42.5,9.0,35.6,37.5,219.2,True
1083,34,27,83.7,26.7,27.1,59.0,69.3,66.1,23.5,14.5,41.1,24.4,8.0,0
1084,34,28,129.2,36.4,30.4,65.6,78.8,51.6,54.2,5.2,37.0,38.6,18.6,No
1085,34,29,147.0,22.1,37.1,82.6,64.6,74.8,13.6,30.3,36.8,42.6,58.1,NO
1086,34,30,75.4,51.8,36.4,62.4,82.1,91.5,60.6,19.7,35.1,26.2,218.4,1
1087,34,31,77.8,27.0,25.2,58.2,88.1,88.5,19.8,12.5,36.2,23.0,160.9,TRUE
1088,34,32,79.8,34.6,36.8,69.5,61.8,42.3,27.2,25.6,37.7,29.7,150.6,YES
1089,35,1,158.5,36.5,13.3,62.1,62.4,74.2,25.3,15.9,39.6,47.8,128.6,no
1090,35,2,99.8,27.9,13.7,88.7,87.6,58.0,9.4,10.3,29.7,30.9,182.5,TRUE
1091,35,3,245.7,47.4,13.8,63.0,71.9,81.8,36.2,19.2,42.7,66.5,70.4,no
1092,35,4,116.4,56.9,16.7,43.7,89.2,70.1,21.9,18.3,44.3,40.0,193.4,Yes
1093,35,5,190.9,32.8,15.6,76.3,94.3,49.9,19.0,28.3,29.6,56.1,166.7,yes
1094,35,6,151.1,2.0,15.4,68.3,73.6,75.9,13.4,8.9,35.3,45.2,206.9,1
1095,35,7,115.1,24.5,17.0,75.2,91.2,68.9,46.3,13.0,26.8,38.6,124.8,0
1096,35,8,89.3,2.4,18.6,57.2,66.7,86.9,49.5,17.8,38.0,35.4,227.1,True
1097,35,9,228.0,42.6,16.0,85.8,72.8,76.2,22.3,27.7,28.3,62.6,70.9,NO
1098,35,10,210.6,19.5,11.9,86.3,,59.0,18.2,17.9,33.4,56.8,201.9,1
1099,35,11,123.0,18.3,16.4,80.1,86.8,57.9,55.3,19.0,26.2,36.8,185.7,TRUE
1100,35,12,204.4,24.5,16.2,71.3,55.6,71.2,29.2,26.7,44.0,53.7,42.2,No
1101,35,13,245.1,15.9,15.4,69.4,94.0,55.0,35.9,19.7,33.2,65.3,191.2,1
1102,35,14,97.5,19.7,14.6,68.5,70.0,71.2,20.5,17.5,36.6,31.0,53.9,FALSE
1103,35,15,173.6,27.4,14.5,62.8,64.3,75.9,50.3,10.9,39.4,52.5,7.2,NO
1104,35,16,105.3,16.9,16.4,,63.1,81.8,48.5,32.3,41.8,34.0,174.4,Yes
1105,35,17,235.5,5.7,10.2,65.2,67.2,87.6,39.9,19.6,44.6,67.9,249.6,yes
1106,35,18,213.9,39.9,12.4,81.3,,92.0,55.6,6.9,38.3,56.4,82.1,FALSE
1107,35,19,142.2,12.2,13.5,90.2,72.1,94.7,49.2,2.4,28.7,34.7,117.2,NO
1108,35,20,174.3,15.4,17.9,70.8,70.8,52.6,34.0,22.3,38.4,49.0,190.1,TRUE
1109,35,21,244.1,29.5,19.5,,76.4,90.0,54.7,16.0,38.2,70.0,9.9,N
1110,35,22,225.7,29.3,8.5,47.8,94.4,61.5,20.4,13.1,36.5,65.7,22.7,N
1111,35,23,135.9,45.7,20.1,65.4,62.1,65.0,21.0,19.2,36.8,45.6,19.7,N
1112,35,24,104.6,28.7,13.7,41.7,87.2,94.5,10.9,17.3,42.5,38.2,226.9,Yes
1113,35,25,180.0,42.6,17.1,74.7,89.2,85.5,14.5,23.9,31.9,50.3,127.4,NO
1114,35,26,86.3,38.4,10.9,43.8,89.4,50.3,53.6,20.9,43.2,28.7,32.6,False
1115,35,27,124.9,26.9,17.6,76.4,58.1,40.3,58.1,13.5,41.9,33.1,219.6,Y
1116,35,28,238.6,34.9,20.4,47.0,91.3,52.5,49.5,18.1,39.8,65.2,21.8,N
1117,35,29,130.2,37.2,9.9,44.0,,78.6,49.6,11.5,52.7,44.7,46.2,NO
1118,35,30,182.4,6.0,19.6,65.4,91.2,84.9,23.0,5.4,30.2,53.1,199.7,1
1119,35,31,,33.5,8.2,88.9,66.6,80.9,17.6,19.7,35.0,43.1,114.7,FALSE
1120,35,32,115.6,17.5,8.1,70.6,94.3,44.2,61.2,20.8,28.6,29.8,246.8,Yes
1121,36,1,116.0,51.5,20.7,44.2,93.7,94.9,38.6,27.9,37.7,45.1,164.2,1
1122,36,2,228.4,42.7,13.1,74.7,58.5,80.9,24.5,22.1,43.5,60.6,69.8,False
1123,36,3,100.1,6.8,20.2,69.8,94.5,92.5,21.3,27.6,30.2,32.9,153.2,True
1124,36,4,134.8,8.5,13.8,50.8,59.6,60.8,10.3,21.6,43.1,45.5,25.7,No
1125,36,5,119.5,56.3,12.9,90.7,64.7,64.9,42.7,13.7,29.7,26.9,130.9,NO
1126,36,6,121.8,57.0,11.1,49.3,61.3,76.6,30.5,15.4,42.5,43.6,103.2,NO
1127,36,7,166.4,15.1,10.6,44.1,55.4,74.7,16.2,14.1,45.2,49.7,171.3,TRUE
1128,36,8,204.3,13.1,9.8,91.2,78.0,46.4,29.0,13.4,27.8,49.5,96.2,FALSE
1129,36,9,235.4,43.2,15.3,94.1,,71.2,34.2,6.5,26.6,63.4,7.5,N
1130,36,10,159.5,3.8,10.9,77.6,87.9,59.5,60.5,11.7,30.8,48.0,161.1,1
1131,36,11,201.9,55.4,20.7,90.0,91.7,89.8,37.6,8.9,24.5,51.1,15.9,No
1132,36,12,209.2,45.2,17.5,45.4,87.8,87.6,56.3,14.9,37.7,67.8,49.3,no
1133,36,13,197.3,30.5,12.0,79.4,68.5,89.0,59.1,32.0,32.6,58.2,86.1,False
1134,36,14,173.2,51.9,15.3,56.2,66.8,67.4,43.9,15.7,38.1,54.5,94.6,False
1135,36,15,251.7,12.6,19.5,60.9,73.5,80.3,48.0,16.3,36.9,74.1,176.8,True
1136,36,16,241.1,34.5,12.4,87.5,55.6,67.9,43.6,8.9,37.6,63.2,165.9,1
1137,36,17,174.3,23.2,13.8,43.2,72.8,49.2,43.7,5.5,41.7,52.7,30.4,no
1138,36,18,149.8,50.6,20.7,81.6,90.2,94.6,44.8,17.9,25.9,40.0,75.5,False
1139,36,19,125.2,35.5,8.3,55.2,70.8,73.7,12.5,25.0,46.7,37.5,178.9,Y
1140,36,20,220.8,44.2,11.1,46.3,95.1,50.1,7.0,12.1,41.9,69.5,30.7,FALSE
1141,36,21,249.6,13.2,15.5,,76.6,69.6,55.3,14.6,30.9,70.4,223.2,yes
1142,36,22,110.3,3.3,21.3,53.0,88.9,88.5,43.4,16.2,32.6,35.9,73.3,False
1143,36,23,98.0,4.3,16.6,73.6,84.4,94.4,7.3,23.1,33.3,27.9,215.4,Y
1144,36,24,98.5,56.5,18.4,52.6,66.0,40.4,58.4,14.4,42.0,38.0,101.2,False
1145,36,25,163.5,10.8,19.8,51.6,76.3,88.0,47.0,17.6,41.9,49.7,223.2,Yes
1146,36,26,139.6,22.8,17.1,54.0,79.1,72.9,35.7,20.5,42.6,44.2,116.7,False
1147,36,27,240.1,14.0,9.0,51.8,,54.2,21.0,13.2,39.2,66.0,171.8,yes
1148,36,28,105.7,6.0,13.5,93.6,60.5,49.4,35.8,25.9,29.3,24.9,211.6,TRUE
1149,36,29,181.5,0.9,19.1,44.9,82.9,68.5,43.2,24.3,41.3,57.9,200.3,YES
1150,36,30,198.9,11.1,20.4,82.7,62.1,41.4,8.0,19.2,37.9,48.9,152.2,Yes
1151,36,31,188.7,5.7,11.3,78.9,70.3,56.8,41.3,12.0,33.7,48.3,187.1,True
1152,36,32,85.6,28.4,21.0,76.9,76.9,52.0,38.2,9.5,37.6,29.8,182.3,True
175,6,15,146.3,231.6,33.3,88.6,78.5,68.8,71.4,38.3,34.6,36.9,94.6,NO
755,24,19,247.3,53.9,19.8,63.6,58.0,77.3,47.8,23.9,44.5,70.6,30.8,False
585,19,9,54.4,155.8,41.7,,63.1,91.9,47.8,17.8,42.3,17.4,100.5,N
241,8,17,96.7,273.5,26.6,,59.4,80.5,46.0,12.2,54.0,34.2,163.2,Y
716,23,12,203.8,6.6,17.1,69.1,67.4,82.0,51.1,16.7,38.7,61.2,111.6,No
219,7,27,158.5,399.9,35.4,42.0,66.6,54.7,130.1,34.7,44.9,48.0,83.2,False
630,20,22,119.6,157.6,38.3,44.1,95.5,53.3,37.6,15.1,38.3,43.7,218.9,yes
555,18,11,88.3,317.2,28.4,78.0,86.7,45.3,121.6,7.0,35.1,27.9,203.6,1
352,11,32,210.3,25.4,17.6,76.7,80.8,73.6,7.1,27.6,29.4,57.1,167.4,TRUE
329,11,9,138.6,1.0,15.9,84.7,74.3,83.6,38.0,25.1,27.6,40.0,66.3,0
695,22,23,106.9,41.5,41.8,86.5,57.9,91.4,37.5,25.3,38.7,33.3,75.7,No
797,25,29,222.3,58.6,10.3,54.6,89.4,82.8,45.3,22.8,33.5,62.1,248.6,TRUE
925,29,29,83.9,4.3,30.8,44.6,96.2,78.0,40.1,43.4,37.3,28.2,164.2,1
266,9,10,92.5,320.8,40.9,90.7,78.5,56.2,97.7,9.6,31.2,24.1,158.2,TRUE
658,21,18,56.3,383.2,33.3,52.8,87.5,45.1,104.7,8.1,38.9,20.8,38.6,0
448,14,32,161.3,48.8,20.7,42.7,91.8,71.1,23.2,19.6,37.0,51.8,228.4,Y
702,22,30,78.5,14.1,31.7,71.8,74.9,61.5,16.3,26.1,34.9,25.4,221.3,True
