fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
254,2,11,2,57.8,,55744.0,19234,14231238.0,17293071,37715596,7347259,10057,1774,60.5,59.9
255,2,11,3,92.7,64964.0,57957.0,17621,11375515.0,17293071,37715596,7347259,10472,9921,40.4,45.1
256,2,11,4,94.3,79565.0,67957.0,13610,14267251.0,17293071,37715596,7347259,5481,8440,58.3,37.4
257,2,11,5,60.1,87636.0,47296.0,8350,10442330.0,17293071,37715596,7347259,8430,3501,64.0,96.6
258,2,11,6,89.1,88449.0,43941.0,7743,16870312.0,17293071,37715596,7347259,5013,4404,76.2,63.4
259,2,12,1,94.9,90237.0,37582.0,5237,7961711.0,8899482,20244695,4569421,6244,1847,43.2,69.8
260,2,12,2,78.5,32910.0,17377.0,2789,7637474.0,8899482,20244695,4569421,2848,1225,20.3,58.1
261,2,12,3,75.7,62814.0,31357.0,5749,6185412.0,8899482,20244695,4569421,2859,1168,28.0,39.9
262,2,12,4,83.1,93186.0,66405.0,11477,8125177.0,8899482,20244695,4569421,10248,6981,48.3,20.9
263,2,12,5,63.3,60800.0,,5939,8164900.0,8899482,20244695,4569421,1983,1388,95.5,75.5
264,2,12,6,60.0,95187.0,84746.0,21000,7884982.0,8899482,20244695,4569421,17489,13200,66.1,72.9
265,2,13,1,35.0,51693.0,31718.0,4640,16813783.0,24932408,51189159,8043697,6755,3277,42.4,69.2
266,2,13,2,38.1,251653.0,121335.0,27876,21838580.0,24932408,51189159,8043697,17638,18686,56.6,33.8
267,2,13,3,43.7,225082.0,,19324,22075875.0,24932408,51189159,8043697,34235,19497,73.0,58.3
268,2,13,4,35.3,129931.0,53372.0,6393,21655051.0,24932408,51189159,8043697,5781,4198,78.1,56.9
269,2,13,5,41.4,56489.0,49884.0,5094,15062279.0,24932408,51189159,8043697,9004,1550,75.0,49.4
270,2,13,6,51.0,218468.0,91891.0,28509,21718407.0,24932408,51189159,8043697,13230,12488,27.8,66.4
271,2,14,1,38.6,84290.0,75223.0,14024,22551809.0,34099890,76644028,10375372,7594,6767,46.2,64.5
272,2,14,2,85.8,173021.0,94313.0,23748,28993487.0,34099890,76644028,10375372,18048,15325,80.9,86.8
273,2,14,3,38.2,311150.0,187526.0,38061,30802731.0,34099890,76644028,10375372,20260,28873,41.6,53.1
274,2,14,4,91.1,168627.0,77508.0,19529,30772286.0,34099890,76644028,10375372,11221,11773,75.3,77.6
275,2,14,5,40.7,312114.0,227734.0,29584,25638015.0,34099890,76644028,10375372,21771,38271,57.1,49.6
276,2,14,6,77.2,156630.0,95783.0,13866,31214876.0,34099890,76644028,10375372,10369,15494,10.0,42.9
277,2,15,1,86.2,6482.0,4047.0,1367,570778.0,780267,1836910,419415,652,495,18.1,23.8
278,2,15,2,84.4,8990.0,7543.0,1295,744806.0,780267,1836910,419415,1029,1347,57.2,32.9
279,2,15,3,74.5,4353.0,2836.0,395,516059.0,780267,1836910,419415,597,280,49.1,29.3
280,2,15,4,52.3,4687.0,3966.0,1232,586989.0,780267,1836910,419415,863,591,38.3,49.6
281,2,15,5,43.4,3913.0,,720,645681.0,780267,1836910,419415,411,95,63.7,56.5
282,2,15,6,95.4,7732.0,5021.0,1559,683314.0,780267,1836910,419415,1237,444,30.0,96.6
283,2,16,1,73.9,8206.0,6572.0,1146,619378.0,945046,2116079,342896,512,271,11.1,67.1
284,2,16,2,47.0,2830.0,1382.0,189,798033.0,945046,2116079,342896,139,87,77.6,37.0
285,2,16,3,85.0,8844.0,7351.0,848,839019.0,945046,2116079,342896,804,983,24.7,64.1
286,2,16,4,90.0,2268.0,1066.0,276,702077.0,945046,2116079,342896,257,180,53.5,33.8
287,2,16,5,93.2,7595.0,3178.0,1013,813076.0,945046,2116079,342896,461,166,44.0,42.8
288,2,16,6,48.7,5546.0,3047.0,756,836552.0,945046,2116079,342896,334,254,43.5,90.8
289,2,17,1,67.8,2978.0,2280.0,524,267908.0,347462,739478,112233,148,177,39.9,55.3
290,2,17,2,96.5,815.0,672.0,111,291700.0,347462,739478,112233,92,114,24.7,13.2
291,2,17,3,97.5,1752.0,1004.0,164,231851.0,347462,739478,112233,193,114,44.7,98.6
292,2,17,4,96.2,1848.0,1337.0,300,228700.0,347462,739478,112233,133,135,53.3,70.4
293,2,17,5,58.9,606.0,309.0,85,331266.0,347462,739478,112233,31,20,52.7,20.7
294,2,17,6,82.3,846.0,559.0,158,224784.0,347462,739478,112233,56,19,40.5,71.2
295,2,18,1,84.1,4138.0,2327.0,366,438676.0,631871,1336992,246987,279,114,69.4,76.1
296,2,18,2,35.3,4696.0,2424.0,634,565765.0,631871,1336992,246987,489,220,59.9,24.2
297,2,18,3,66.4,4589.0,2806.0,292,579245.0,631871,1336992,246987,638,367,52.8,61.6
298,2,18,4,36.3,3957.0,1643.0,199,497444.0,631871,1336992,246987,229,207,48.4,63.5
299,2,18,5,74.7,4429.0,3858.0,986,529256.0,631871,1336992,246987,608,588,60.3,79.0
300,2,18,6,53.4,5540.0,4928.0,778,415480.0,631871,1336992,246987,957,282,45.4,52.0
301,2,19,1,76.4,105451.0,76408.0,7891,9650277.0,11987702,28586139,3891291,13466,9182,64.4,66.9
302,2,19,2,95.1,114383.0,50001.0,8550,7669590.0,11987702,28586139,3891291,4727,3261,56.6,88.4
303,2,19,3,53.3,81168.0,61207.0,10158,7313025.0,11987702,28586139,3891291,5666,2030,59.6,48.4
304,2,19,4,90.9,24125.0,15571.0,4488,8658555.0,11987702,28586139,3891291,3622,1478,63.2,46.9
305,2,19,5,86.6,29784.0,14262.0,4344,11697522.0,11987702,28586139,3891291,1229,1364,47.2,41.9
306,2,19,6,85.2,54810.0,36004.0,5620,11377585.0,11987702,28586139,3891291,2611,5869,56.0,71.7
307,2,20,1,85.9,31694.0,15869.0,2848,6520521.0,8867841,16571683,3813073,1708,922,36.2,72.2
308,2,20,2,74.1,73416.0,54677.0,14122,6211235.0,8867841,16571683,3813073,4261,3183,41.7,44.7
309,2,20,3,70.4,87515.0,35498.0,11023,8619139.0,8867841,16571683,3813073,3148,3395,44.2,24.4
310,2,20,4,82.2,47053.0,32170.0,6221,7094772.0,8867841,16571683,3813073,4678,1067,53.5,54.3
311,2,20,5,73.8,41065.0,36307.0,11744,7134189.0,8867841,16571683,3813073,7695,4248,44.0,38.3
312,2,20,6,45.6,54801.0,29449.0,8819,8381024.0,8867841,16571683,3813073,5294,2608,78.4,54.2
313,2,21,1,35.4,182284.0,152500.0,19267,13995820.0,20417463,49702082,8592608,10163,20655,42.2,33.4
314,2,21,2,57.9,137855.0,58302.0,12132,12745650.0,20417463,49702082,8592608,6790,9060,77.4,72.5
315,2,21,3,67.9,147492.0,111414.0,14076,19543948.0,20417463,49702082,8592608,27543,8747,71.1,61.0
316,2,21,4,77.8,236659.0,,18935,18871716.0,20417463,49702082,8592608,36056,20828,50.0,9.7
317,2,21,5,90.7,168562.0,77781.0,24781,16839496.0,20417463,49702082,8592608,5359,6836,77.8,58.0
318,2,21,6,96.9,112115.0,66561.0,23081,19524455.0,20417463,49702082,8592608,12788,10207,69.7,57.2
319,2,22,1,79.5,1593.0,1348.0,370,167435.0,200967,409941,76509,268,200,57.0,67.0
320,2,22,2,69.2,1747.0,1364.0,297,179413.0,200967,409941,76509,279,184,56.4,37.3
321,2,22,3,76.7,899.0,,184,184178.0,200967,409941,76509,100,65,55.3,22.3
322,2,22,4,81.6,569.0,509.0,117,182072.0,200967,409941,76509,46,61,56.5,73.6
323,2,22,5,118.3,1180.0,505.0,134,183728.0,200967,409941,76509,51,46,84.7,26.0
324,2,22,6,36.4,2083.0,1521.0,473,162878.0,200967,409941,76509,250,73,,62.6
325,2,23,1,79.3,159076.0,72140.0,14718,18564696.0,20066216,44446722,7285076,12579,10982,74.4,33.9
326,2,23,2,57.0,127522.0,54344.0,18873,14636679.0,20066216,44446722,7285076,11437,3305,48.8,57.1
327,2,23,3,117.9,92905.0,64211.0,15569,17773894.0,20066216,44446722,7285076,7240,8415,70.9,73.0
328,2,23,4,36.6,194134.0,131260.0,34851,19009367.0,20066216,44446722,7285076,8514,11852,56.2,63.2
329,2,23,5,88.1,201739.0,81476.0,13085,18845194.0,20066216,44446722,7285076,20241,5660,11.0,74.7
330,2,23,6,45.6,190115.0,158251.0,53326,12878624.0,20066216,44446722,7285076,27966,15612,63.1,68.4
331,2,24,1,72.6,93087.0,70661.0,21241,7390036.0,11668153,24724665,4508018,11678,9983,35.4,43.7
332,2,24,2,38.0,89042.0,55850.0,14853,8272982.0,11668153,24724665,4508018,6941,3205,27.1,69.9
333,2,24,3,88.4,63298.0,28735.0,8821,11130052.0,11668153,24724665,4508018,4755,2005,54.3,26.3
334,2,24,4,74.9,71445.0,53222.0,9290,10459817.0,11668153,24724665,4508018,10837,2636,19.8,42.2
335,2,24,5,37.5,,47987.0,11117,8679663.0,11668153,24724665,4508018,3436,6334,61.0,23.9
336,2,24,6,91.6,29846.0,16709.0,3841,7203460.0,11668153,24724665,4508018,2136,2185,8.7,72.8
337,2,25,1,83.1,9005.0,7325.0,2223,1059886.0,1101336,2371667,561379,1619,538,56.6,27.5
338,2,25,2,35.1,6798.0,4492.0,762,992671.0,1101336,2371667,561379,867,184,60.2,42.7
339,2,25,3,66.4,12136.0,9181.0,2514,885801.0,1101336,2371667,561379,1517,446,32.6,36.5
340,2,25,4,89.3,8349.0,5786.0,722,808819.0,1101336,2371667,561379,1205,243,30.9,53.0
341,2,25,5,94.5,,7114.0,737,728280.0,1101336,2371667,561379,581,480,78.0,65.6
342,2,25,6,52.5,8894.0,6892.0,1981,796372.0,1101336,2371667,561379,1673,987,78.7,100.0
343,2,26,1,43.2,134378.0,82280.0,20156,54442110.0,59218072,136474517,29689538,20393,10911,61.3,55.2
344,2,26,2,79.2,457218.0,221281.0,36181,47703311.0,59218072,136474517,29689538,54355,8334,49.3,51.4
345,2,26,3,81.7,353608.0,207983.0,48340,36250019.0,59218072,136474517,29689538,51250,30892,80.7,77.0
346,2,26,4,70.3,142370.0,112408.0,36902,51506327.0,59218072,136474517,29689538,7969,17975,63.9,80.1
347,2,26,5,97.6,237345.0,135428.0,15724,54457756.0,59218072,136474517,29689538,28607,16816,29.7,33.1
348,2,26,6,46.9,430180.0,222058.0,35496,51940891.0,59218072,136474517,29689538,21273,6976,,41.2
349,2,27,1,35.1,18565.0,11975.0,2009,3829414.0,4862991,11574924,2447247,1715,463,51.6,66.4
350,2,27,2,75.7,26848.0,17651.0,3306,3388355.0,4862991,11574924,2447247,3630,1053,62.8,85.1
351,2,27,3,94.2,12422.0,5998.0,1973,4159291.0,4862991,11574924,2447247,1158,432,38.2,77.2
352,2,27,4,55.8,39897.0,16647.0,1825,4435688.0,4862991,11574924,2447247,3209,2527,89.1,44.9
353,2,27,5,41.3,43131.0,20556.0,3497,3147583.0,4862991,11574924,2447247,4221,2582,89.4,50.3
354,2,27,6,56.3,56495.0,34122.0,5805,3968147.0,4862991,11574924,2447247,7157,3576,28.2,57.7
355,2,28,1,57.1,290973.0,252737.0,65363,21550833.0,27500212,60705237,9537139,40293,8441,56.6,35.8
356,2,28,2,46.3,125122.0,85600.0,15020,16790726.0,27500212,60705237,9537139,10761,10981,80.6,40.6
357,2,28,3,46.5,,79598.0,23990,19263177.0,27500212,60705237,9537139,13685,6854,44.8,49.3
358,2,28,4,41.1,125805.0,70277.0,12992,17544314.0,27500212,60705237,9537139,10996,11021,43.4,42.6
359,2,28,5,48.7,250777.0,106870.0,37133,19959196.0,27500212,60705237,9537139,15117,5163,73.5,75.4
360,2,28,6,70.0,286853.0,149692.0,45964,19712963.0,27500212,60705237,9537139,36086,21820,74.8,56.1
361,2,29,1,38.1,18705.0,12898.0,3543,8250675.0,9119656,19850937,4107527,2120,1029,47.9,100.0
362,2,29,2,89.6,57728.0,47447.0,13124,5569711.0,9119656,19850937,4107527,9658,5129,52.1,50.6
363,2,29,3,45.5,38424.0,17294.0,5682,6207261.0,9119656,19850937,4107527,3014,577,43.4,76.4
364,2,29,4,48.8,,24368.0,4895,7135354.0,9119656,19850937,4107527,5105,1165,61.6,46.1
365,2,29,5,91.5,55464.0,48554.0,13766,6761221.0,9119656,19850937,4107527,9216,1940,74.6,58.0
366,2,29,6,48.2,73008.0,36003.0,5247,7879610.0,9119656,19850937,4107527,8957,1106,75.4,100.0
367,2,30,1,81.2,31890.0,24450.0,5131,2784483.0,3860198,8377371,1429627,5707,3533,24.7,11.6
368,2,30,2,95.5,26220.0,22757.0,7385,2653063.0,3860198,8377371,1429627,2419,1942,68.1,92.8
369,2,30,3,57.1,15687.0,10701.0,1383,3000560.0,3860198,8377371,1429627,1300,1321,44.9,48.3
370,2,30,4,69.8,13108.0,6032.0,1287,3051302.0,3860198,8377371,1429627,843,924,39.9,42.8
371,2,30,5,70.4,32481.0,25547.0,4272,2765474.0,3860198,8377371,1429627,2542,2359,71.4,53.7
372,2,30,6,45.3,12588.0,5420.0,1446,3748680.0,3860198,8377371,1429627,676,553,61.8,57.0
373,2,31,1,61.3,677.0,568.0,90,59027.0,83921,174814,37092,88,56,11.7,46.1
374,2,31,2,77.8,194.0,84.0,28,62873.0,83921,174814,37092,10,13,32.4,44.7
375,2,31,3,91.6,349.0,269.0,78,81911.0,83921,174814,37092,33,22,14.3,73.7
376,2,31,4,57.6,657.0,482.0,114,67557.0,83921,174814,37092,106,83,56.0,66.1
377,2,31,5,79.3,392.0,220.0,71,61183.0,83921,174814,37092,34,14,64.9,57.0
378,2,31,6,91.8,352.0,259.0,66,72645.0,83921,174814,37092,37,21,57.9,50.3
379,2,32,1,47.5,2662.0,1284.0,241,321394.0,407756,870249,152959,198,155,52.6,56.8
380,2,32,2,71.4,1621.0,1145.0,118,393507.0,407756,870249,152959,157,147,81.2,61.6
381,2,32,3,94.7,4330.0,3861.0,849,399264.0,407756,870249,152959,512,242,49.8,68.5
382,2,32,4,75.5,2617.0,1495.0,458,271531.0,407756,870249,152959,291,207,54.0,64.5
383,2,32,5,73.3,2058.0,1185.0,294,368115.0,407756,870249,152959,144,49,43.1,33.3
384,2,32,6,82.1,3733.0,1704.0,585,284976.0,407756,870249,152959,108,95,76.9,49.2
385,3,1,1,50.6,60161.0,31352.0,6628,9680923.0,15911073,33183650,6905243,3997,1785,33.0,61.1
386,3,1,2,94.6,61851.0,41193.0,13058,14444140.0,15911073,33183650,6905243,9550,2104,84.3,30.9
387,3,1,3,87.4,93233.0,49801.0,9528,12868667.0,15911073,33183650,6905243,8719,3326,26.6,69.2
388,3,1,4,35.2,39461.0,20501.0,2507,12464386.0,15911073,33183650,6905243,3827,1329,30.9,63.6
389,3,1,5,95.4,37561.0,29138.0,6648,14963176.0,15911073,33183650,6905243,3106,2597,60.5,76.7
390,3,1,6,40.3,157028.0,106536.0,32731,12991637.0,15911073,33183650,6905243,15323,10439,20.5,54.0
391,3,2,1,71.0,2217.0,1165.0,299,251292.0,385778,940352,138492,255,110,58.5,46.1
392,3,2,2,63.0,959.0,589.0,130,306310.0,385778,940352,138492,121,83,79.1,41.3
393,3,2,3,40.3,4068.0,3373.0,1014,369616.0,385778,940352,138492,343,132,74.1,62.7
394,3,2,4,55.1,2585.0,1736.0,183,363623.0,385778,940352,138492,384,261,40.5,56.9
395,3,2,5,89.5,1888.0,1189.0,177,297898.0,385778,940352,138492,213,45,47.1,29.0
396,3,2,6,62.2,894.0,482.0,66,259128.0,385778,940352,138492,70,81,50.6,88.1
397,3,3,1,85.9,65589.0,29551.0,3335,7015924.0,9982300,22340538,3375859,3808,2144,63.4,71.0
398,3,3,2,74.6,44892.0,39521.0,8430,7379698.0,9982300,22340538,3375859,4360,3479,25.5,41.7
399,3,3,3,41.2,76453.0,44374.0,10646,7596211.0,9982300,22340538,3375859,9710,3300,66.1,100.0
400,3,3,4,93.4,74185.0,39022.0,7585,6098435.0,9982300,22340538,3375859,9040,4222,72.5,90.6
401,3,3,5,83.9,21805.0,17959.0,4570,6282465.0,9982300,22340538,3375859,1583,1222,47.4,19.7
402,3,3,6,35.1,22334.0,18245.0,3225,7870683.0,9982300,22340538,3375859,1322,1896,49.2,60.7
403,3,4,1,66.6,211410.0,174920.0,35197,26643172.0,34427408,77599638,11639358,23001,26960,43.3,42.6
404,3,4,2,35.4,332425.0,157387.0,28245,28452574.0,34427408,77599638,11639358,20845,21486,44.9,20.6
405,3,4,3,40.1,90440.0,60519.0,12049,22571729.0,34427408,77599638,11639358,9827,3640,69.7,64.1
406,3,4,4,46.0,169767.0,87831.0,28341,21157917.0,34427408,77599638,11639358,15228,10291,55.1,72.0
407,3,4,5,75.7,342446.0,274458.0,41487,24102754.0,34427408,77599638,11639358,40958,32629,56.4,91.9
408,3,4,6,89.9,75050.0,51170.0,8316,30592877.0,34427408,77599638,11639358,3532,2641,33.5,43.0
409,3,5,1,49.6,79542.0,67012.0,10500,7444914.0,8400861,17422616,4041102,15399,11138,37.9,81.3
410,3,5,2,72.4,15035.0,11465.0,2690,5701605.0,8400861,17422616,4041102,1200,657,51.8,38.0
411,3,5,3,64.6,72028.0,48622.0,16927,5172193.0,8400861,17422616,4041102,5783,3381,45.9,38.0
412,3,5,4,79.5,21035.0,16498.0,1650,5261496.0,8400861,17422616,4041102,4113,2562,,18.7
413,3,5,5,53.5,18300.0,15705.0,2250,5540400.0,8400861,17422616,4041102,1993,2102,64.7,61.1
414,3,5,6,57.2,67053.0,46378.0,13200,5207396.0,8400861,17422616,4041102,4899,8291,74.3,24.0
415,3,6,1,84.0,4371.0,2659.0,871,408732.0,433640,971019,163227,561,342,49.9,45.5
416,3,6,2,69.3,1177.0,1005.0,321,345567.0,433640,971019,163227,121,146,54.5,43.4
417,3,6,3,78.3,3852.0,2244.0,531,413979.0,433640,971019,163227,254,302,56.9,56.2
418,3,6,4,38.1,3283.0,1597.0,477,377127.0,433640,971019,163227,217,259,6.4,32.9
419,3,6,5,41.8,2360.0,1463.0,291,312225.0,433640,971019,163227,332,204,87.4,45.4
420,3,6,6,83.2,3648.0,1859.0,553,285105.0,433640,971019,163227,247,224,30.9,54.0
421,3,7,1,35.5,196903.0,127755.0,38954,14714024.0,19744798,39742067,8526196,26762,9018,45.9,44.2
422,3,7,2,61.9,169720.0,81176.0,22350,11944096.0,19744798,39742067,8526196,6662,13084,45.3,65.1
423,3,7,3,37.0,203821.0,182315.0,31330,17370671.0,19744798,39742067,8526196,18551,27522,44.3,47.4
424,3,7,4,92.9,160812.0,77128.0,15887,15727126.0,19744798,39742067,8526196,8260,6309,28.4,50.2
425,3,7,5,81.8,210314.0,88364.0,21393,17698613.0,19744798,39742067,8526196,12251,8316,65.7,71.5
426,3,7,6,76.0,145964.0,129751.0,23755,17006360.0,19744798,39742067,8526196,30967,21199,54.6,49.4
427,3,8,1,60.5,,18495.0,5597,6569124.0,8100939,16439571,4015461,2949,2195,60.1,58.1
428,3,8,2,73.3,45318.0,40319.0,11500,7497870.0,8100939,16439571,4015461,4773,6112,37.4,42.9
429,3,8,3,82.6,58782.0,43859.0,9967,5381173.0,8100939,16439571,4015461,8022,2282,76.2,63.8
430,3,8,4,85.4,55340.0,34827.0,8200,6678434.0,8100939,16439571,4015461,4669,4088,61.2,64.9
431,3,8,5,95.4,64378.0,30483.0,3198,7358145.0,8100939,16439571,4015461,5897,2533,27.6,79.3
432,3,8,6,92.6,26317.0,22202.0,2895,5304421.0,8100939,16439571,4015461,3151,1546,59.1,50.2
433,3,9,1,54.7,17383.0,11807.0,1266,1195747.0,1965266,4431129,792978,870,1258,39.3,51.7
434,3,9,2,56.1,5845.0,5190.0,540,1688712.0,1965266,4431129,792978,347,524,32.3,58.4
435,3,9,3,97.5,15229.0,8153.0,1032,1612546.0,1965266,4431129,792978,1332,539,58.0,40.2
436,3,9,4,91.3,9705.0,8404.0,1605,1273980.0,1965266,4431129,792978,835,949,54.2,62.2
437,3,9,5,84.3,5461.0,4583.0,1347,1575455.0,1965266,4431129,792978,398,691,24.8,21.1
438,3,9,6,36.2,5329.0,2940.0,385,,1965266,4431129,792978,165,158,78.7,87.6
439,3,10,1,90.2,71161.0,62826.0,18437,9114234.0,11018253,22314076,4809669,10863,2102,46.1,90.9
440,3,10,2,80.3,61216.0,36976.0,9435,7789087.0,11018253,22314076,4809669,4990,3056,61.6,50.8
441,3,10,3,69.1,71027.0,50517.0,8066,8162222.0,11018253,22314076,4809669,12450,5664,25.4,62.0
442,3,10,4,85.3,76707.0,63566.0,16642,10073329.0,11018253,22314076,4809669,4412,10379,60.7,44.1
443,3,10,5,42.0,51941.0,34614.0,9191,7028321.0,11018253,22314076,4809669,6065,3809,62.4,54.6
444,3,10,6,53.3,63245.0,40542.0,9055,7180012.0,11018253,22314076,4809669,2623,5070,83.0,81.7
445,3,11,1,82.6,100662.0,72111.0,16831,13286678.0,19136544,40506953,8524443,13121,3476,43.3,43.7
446,3,11,2,52.1,132693.0,72106.0,24484,,19136544,40506953,8524443,9717,4454,30.8,61.3
447,3,11,3,87.9,196933.0,140694.0,40992,13613493.0,19136544,40506953,8524443,17864,4624,75.9,67.3
448,3,11,4,83.2,192750.0,107793.0,11056,12690692.0,19136544,40506953,8524443,8167,5834,34.6,55.2
449,3,11,5,89.7,111179.0,83612.0,16156,18463486.0,19136544,40506953,8524443,5704,4239,30.7,64.7
450,3,11,6,56.1,137570.0,115468.0,13347,15381301.0,19136544,40506953,8524443,7880,15698,50.3,63.9
451,3,12,1,76.1,55434.0,34824.0,11267,7939898.0,10297449,19968158,3342556,4827,1362,42.6,24.4
452,3,12,2,86.5,105749.0,78099.0,15370,7587729.0,10297449,19968158,3342556,18019,10347,53.8,62.6
453,3,12,3,46.5,31486.0,23435.0,3596,7765832.0,10297449,19968158,3342556,1697,914,0.0,12.2
454,3,12,4,77.4,83890.0,46847.0,8328,6533953.0,10297449,19968158,3342556,3391,7289,63.8,70.4
455,3,12,5,69.8,27684.0,12302.0,3965,8299792.0,10297449,19968158,3342556,1984,654,43.7,61.8
456,3,12,6,82.6,82233.0,50479.0,15191,7117784.0,10297449,19968158,3342556,4585,3181,48.0,60.5
457,3,13,1,67.7,123587.0,66445.0,16134,15386400.0,24127497,50683790,11297227,5621,9573,71.0,100.0
458,3,13,2,88.3,155331.0,115635.0,26233,22937200.0,24127497,50683790,11297227,11703,11362,38.5,62.4
459,3,13,3,90.3,238410.0,174487.0,58997,17480373.0,24127497,50683790,11297227,30621,23949,53.0,47.9
460,3,13,4,91.9,170595.0,88802.0,14833,16341379.0,24127497,50683790,11297227,4890,10154,17.5,31.2
461,3,13,5,78.8,46708.0,24019.0,6237,18053665.0,24127497,50683790,11297227,3379,1878,22.7,100.0
462,3,13,6,73.6,174267.0,84048.0,21173,20063554.0,24127497,50683790,11297227,15240,6785,86.4,63.7
463,3,14,1,54.6,278697.0,132327.0,16699,22415545.0,33643456,74748666,10722481,-20640,7896,55.4,81.7
464,3,14,2,40.7,339187.0,295909.0,38017,25206071.0,33643456,74748666,10722481,56976,16340,40.1,56.6
465,3,14,3,77.3,147599.0,72709.0,25318,26065892.0,33643456,74748666,10722481,14143,12204,41.9,61.5
466,3,14,4,93.6,323391.0,264075.0,42461,20752563.0,33643456,74748666,10722481,50470,33210,35.3,38.2
467,3,14,5,53.4,253890.0,173176.0,44758,,33643456,74748666,10722481,16318,30840,47.2,44.5
468,3,14,6,36.7,159256.0,68753.0,18593,26072146.0,33643456,74748666,10722481,3874,5365,48.5,35.4
469,3,15,1,73.5,4226.0,3505.0,628,657918.0,818580,1899659,424857,836,605,48.8,43.7
470,3,15,2,50.9,4783.0,3138.0,1073,795893.0,818580,1899659,424857,606,345,90.4,51.3
471,3,15,3,45.3,1554.0,635.0,129,615577.0,818580,1899659,424857,69,59,45.6,61.3
472,3,15,4,78.1,6441.0,,1420,633826.0,818580,1899659,424857,366,919,65.4,46.2
473,3,15,5,78.2,5347.0,2915.0,446,620005.0,818580,1899659,424857,601,198,32.9,81.3
474,3,15,6,56.2,2631.0,2302.0,641,715775.0,818580,1899659,424857,334,170,74.9,72.6
475,3,16,1,81.5,8688.0,5729.0,777,608918.0,876356,1876208,409839,796,669,27.6,36.9
476,3,16,2,61.9,8226.0,6052.0,1778,668002.0,876356,1876208,409839,1277,500,69.1,46.3
477,3,16,3,97.3,9186.0,6029.0,1790,582765.0,876356,1876208,409839,1178,883,43.7,33.9
478,3,16,4,46.6,6445.0,5629.0,775,799371.0,876356,1876208,409839,743,517,,74.1
479,3,16,5,83.9,3969.0,2428.0,729,723090.0,876356,1876208,409839,440,292,37.1,64.0
480,3,16,6,48.7,8212.0,4054.0,527,626924.0,876356,1876208,409839,386,207,51.2,29.3
481,3,17,1,58.3,3368.0,2829.0,704,326401.0,343781,731931,106650,299,103,36.3,74.0
482,3,17,2,84.3,3091.0,2464.0,505,236507.0,343781,731931,106650,270,253,57.8,45.7
483,3,17,3,59.9,2361.0,1109.0,273,301846.0,343781,731931,106650,69,176,30.9,72.6
484,3,17,4,94.5,3596.0,2668.0,433,213114.0,343781,731931,106650,332,192,37.5,1.2
485,3,17,5,83.9,3010.0,1416.0,270,240316.0,343781,731931,106650,114,83,49.8,50.0
486,3,17,6,83.1,,1349.0,452,283105.0,343781,731931,106650,240,227,55.7,32.0
487,3,18,1,73.8,1398.0,770.0,243,465957.0,558730,1371531,227287,116,83,57.8,83.0
488,3,18,2,81.8,3666.0,2262.0,643,,558730,1371531,227287,433,205,35.1,73.9
489,3,18,3,98.2,1998.0,1354.0,210,409271.0,558730,1371531,227287,69,222,90.0,66.9
490,3,18,4,68.4,4386.0,1775.0,480,513869.0,558730,1371531,227287,209,65,43.7,42.2
491,3,18,5,59.1,3218.0,1389.0,464,371356.0,558730,1371531,227287,264,88,45.4,22.0
492,3,18,6,66.9,5282.0,4096.0,1268,344342.0,558730,1371531,227287,436,152,9.9,37.6
493,3,19,1,61.2,86427.0,59247.0,8972,8640352.0,13269618,26289085,5005917,5373,3925,65.4,23.8
494,3,19,2,87.8,38443.0,28192.0,3959,11691802.0,13269618,26289085,5005917,2873,2815,71.4,47.7
495,3,19,3,93.1,92931.0,44589.0,8743,11077248.0,13269618,26289085,5005917,3908,2667,49.3,53.0
496,3,19,4,62.9,128620.0,85274.0,11923,8098168.0,13269618,26289085,5005917,17898,2829,47.5,35.1
497,3,19,5,90.2,45760.0,39137.0,5668,9382712.0,13269618,26289085,5005917,7059,4494,18.3,15.6
498,3,19,6,61.0,130553.0,97300.0,17663,12842608.0,13269618,26289085,5005917,4938,4033,29.8,43.1
499,3,20,1,59.2,49117.0,24319.0,3628,7456225.0,8433814,18148573,2522365,2000,3970,69.1,80.3
500,3,20,2,42.2,87060.0,61166.0,9821,,8433814,18148573,2522365,11483,9310,,70.6
501,3,20,3,64.2,82894.0,41674.0,7149,6425727.0,8433814,18148573,2522365,2883,6007,73.5,40.3
